function,args,kwargs
matplotlib.pyplot.xlabel,Coefficient importance,
matplotlib.pyplot.suptitle,"Ridge model, small regularization, AGE dropped",
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.title,"Ridge model, small regularization, normalized variables",
matplotlib.pyplot.xlabel,Raw coefficient values,
matplotlib.pyplot.axvline,,"color=.5, x=0"
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.axvline,,"color=.5, x=0"
matplotlib.pyplot.title,Coefficient variability,
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.title,"Ridge model, with regularization, normalized variables",
matplotlib.pyplot.xlabel,Raw coefficient values,
matplotlib.pyplot.axvline,,"color=.5, x=0"
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.ylabel,Age coefficient,
matplotlib.pyplot.xlabel,Experience coefficient,
matplotlib.pyplot.grid,True,
matplotlib.pyplot.xlim,"**, 0.5",
matplotlib.pyplot.ylim,"**, 0.5",
matplotlib.pyplot.scatter,"**, **",
matplotlib.pyplot.title,Co-variations of coefficients for AGE and EXPERIENCE across folds,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.title,"Lasso model, optimum regularization, normalized variables",
matplotlib.pyplot.axvline,,"color=.5, x=0"
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.axvline,,"color=.5, x=0"
matplotlib.pyplot.title,Coefficient variability,
matplotlib.pyplot.subplots_adjust,,left=0.3
matplotlib.pyplot.imshow,Z,"aspect=auto, cmap=**, extent=**, interpolation=nearest, origin=lower"
matplotlib.pyplot.contour,"xx, yy, Z","levels=**, linestyles=dashed, linewidths=2"
matplotlib.pyplot.scatter,"**, **","c=Y, cmap=**, edgecolors=k, s=30"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.axis,**,
matplotlib.pyplot.show,,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=**, s=30"
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.scatter,"**, **","c=Y, cmap=**, edgecolors=k"
matplotlib.pyplot.title,3-Class classification using Support Vector Machine with custom kernel,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,fignum,figsize=**
matplotlib.pyplot.clf,,
matplotlib.pyplot.plot,"xx, yy, k-",
matplotlib.pyplot.plot,"xx, yy_down, k--",
matplotlib.pyplot.plot,"xx, yy_up, k--",
matplotlib.pyplot.scatter,"**, **","cmap=**, edgecolors=k, facecolors=none, s=80, zorder=10"
matplotlib.pyplot.scatter,"**, **","c=Y, cmap=**, edgecolors=k, zorder=10"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.contourf,"XX, YY, Z","alpha=0.5, cmap=**, linestyles=**"
matplotlib.pyplot.xlim,"x_min, x_max",
matplotlib.pyplot.ylim,"y_min, y_max",
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.get_cmap,RdBu,
matplotlib.pyplot.subplots,"2, 2",
matplotlib.pyplot.subplots_adjust,,"hspace=0.4, wspace=0.4"
matplotlib.pyplot.show,,
matplotlib.pyplot.errorbar,"percentiles, score_means, **",
matplotlib.pyplot.title,Performance of the SVM-Anova varying the percentile of features selected,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.xlabel,Percentile,
matplotlib.pyplot.ylabel,Accuracy Score,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0.15, left=0.2, right=0.95, top=0.95"
matplotlib.pyplot.imshow,scores,"cmap=**, interpolation=nearest, norm=**"
matplotlib.pyplot.xlabel,gamma,
matplotlib.pyplot.ylabel,C,
matplotlib.pyplot.colorbar,,
matplotlib.pyplot.xticks,"**, gamma_range",rotation=45
matplotlib.pyplot.yticks,"**, C_range",
matplotlib.pyplot.title,Validation accuracy,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"**, **, **",
matplotlib.pyplot.title,**,size=medium
matplotlib.pyplot.pcolormesh,"xx, yy, **",cmap=**
matplotlib.pyplot.scatter,"**, **","c=y_2d, cmap=**, edgecolors=k"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.axis,tight,
matplotlib.colors.Normalize.__init__,"self, vmin, vmax, clip",
matplotlib.pyplot.subplot,C_2d_range,
matplotlib.pyplot.title,C,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=**, edgecolors=k"
matplotlib.pyplot,,
matplotlib.pyplot.legend,"**, **",loc=upper right
matplotlib.pyplot.show,,
matplotlib.pyplot.title,Novelty Detection,
matplotlib.pyplot.contourf,"xx, yy, Z","cmap=**, levels=**"
matplotlib.pyplot.contour,"xx, yy, Z","colors=darkred, levels=**, linewidths=2"
matplotlib.pyplot.contourf,"xx, yy, Z","colors=palevioletred, levels=**"
matplotlib.pyplot.scatter,"**, **","c=white, edgecolors=k, s=s"
matplotlib.pyplot.scatter,"**, **","c=blueviolet, edgecolors=k, s=s"
matplotlib.pyplot.scatter,"**, **","c=gold, edgecolors=k, s=s"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,"**, **","loc=upper left, prop=**"
matplotlib.pyplot.xlabel,**,
matplotlib.pyplot.show,,
matplotlib.font_manager.FontProperties,,size=11
matplotlib.pyplot.contourf,,
matplotlib.pyplot.contourf,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1, sharey=True"
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1, sharey=True"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,"2, 1",figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot,i,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,fignum,figsize=**
matplotlib.pyplot.clf,,
matplotlib.pyplot.scatter,"**, **","edgecolors=k, facecolors=none, s=80, zorder=10"
matplotlib.pyplot.scatter,"**, **","c=Y, cmap=**, edgecolors=k, zorder=10"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.figure,fignum,figsize=**
matplotlib.pyplot.pcolormesh,"XX, YY, **",cmap=**
matplotlib.pyplot.contour,"XX, YY, Z","colors=**, levels=**, linestyles=**"
matplotlib.pyplot.xlim,"x_min, x_max",
matplotlib.pyplot.ylim,"y_min, y_max",
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.subplots,,"figsize=**, ncols=3, nrows=1, sharey=True"
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"1, 2, **",
matplotlib.pyplot.scatter,"**, **","c=y, cmap=**, s=30"
matplotlib.pyplot.scatter,"**, **","edgecolors=k, facecolors=none, linewidth=1, s=100"
matplotlib.pyplot.title,**,
matplotlib.pyplot,C,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,1,
matplotlib.pyplot.axes,**,
matplotlib.pyplot.scatter,"**, **","color=navy, label=True Position, lw=0, s=s"
matplotlib.pyplot.scatter,"**, **","color=turquoise, label=MDS, lw=0, s=s"
matplotlib.pyplot.scatter,"**, **","color=darkorange, label=NMDS, lw=0, s=s"
matplotlib.pyplot.legend,,"loc=best, scatterpoints=1, shadow=False"
matplotlib.collections.LineCollection,segments,"cmap=**, norm=**, zorder=0"
matplotlib.cm.ScalarMappable.set_array,**,
matplotlib.pyplot.show,,
matplotlib.pyplot,"0, **",
matplotlib.pyplot,,"constrained_layout=True, facecolor=white, figsize=**, ncols=2, nrows=2"
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"constrained_layout=True, facecolor=white, figsize=**"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=10, nrows=10"
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.offsetbox,"**, **",
matplotlib.artist.Artist.__init_subclass__.set,,zorder=1
matplotlib.offsetbox.OffsetImage,**,cmap=**
matplotlib.pyplot,digit,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.suptitle,**,fontsize=14
matplotlib.pyplot.scatter,"**, **","c=colors, cmap=**"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.scatter,"**, **","c=colors, cmap=**"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.scatter,"**, **","c=colors, cmap=**"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.scatter,"**, **","c=colors, cmap=**"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.show,,
matplotlib.pyplot.scatter,"**, **","c=colors, cmap=**"
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots,,"figsize=**, nrows=2"
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots,,"figsize=**, nrows=2"
matplotlib.pyplot.subplots,"3, 5",figsize=**
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.show,,
matplotlib.pyplot.semilogx,"alphas, scores",
matplotlib.pyplot.semilogx,"alphas, **, b--",
matplotlib.pyplot.semilogx,"alphas, **, b--",
matplotlib.pyplot.fill_between,"alphas, **, **",alpha=0.2
matplotlib.pyplot.ylabel,CV score +/- std error,
matplotlib.pyplot.xlabel,alpha,
matplotlib.pyplot.axhline,**,"color=.5, linestyle=--"
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.semilogx,"C_s, scores",
matplotlib.pyplot.semilogx,"C_s, **, b--",
matplotlib.pyplot.semilogx,"C_s, **, b--",
matplotlib.pyplot.yticks,"locs, **",
matplotlib.pyplot.ylabel,CV score,
matplotlib.pyplot.xlabel,Parameter C,
matplotlib.pyplot.ylim,"0, 1.1",
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.clf,,
matplotlib.pyplot.scatter,"**, **","c=y, cmap=**, edgecolor=k, s=20, zorder=10"
matplotlib.pyplot.scatter,"**, **","edgecolor=k, facecolors=none, s=80, zorder=10"
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.pcolormesh,"XX, YY, **",cmap=**
matplotlib.pyplot.contour,"XX, YY, Z","colors=**, levels=**, linestyles=**"
matplotlib.pyplot.title,kernel,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0, hspace=0.35, left=0.01, right=0.99, top=0.9"
matplotlib.pyplot.subplot,"n_row, n_col, **",
matplotlib.pyplot.imshow,**,cmap=**
matplotlib.pyplot.title,**,size=12
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.figure,1,
matplotlib.pyplot.title,Outlier detection on a real data set (wine recognition),
matplotlib.pyplot.scatter,"**, **",color=black
matplotlib.pyplot.annotate,outlying points,"arrowprops=arrow_args, bbox=bbox_args, textcoords=data, xy=**, xycoords=data, xytext=**"
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,"**, **","loc=upper center, prop=**"
matplotlib.pyplot.ylabel,ash,
matplotlib.pyplot.xlabel,malic_acid,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,2,
matplotlib.pyplot.title,Outlier detection on a real data set (wine recognition),
matplotlib.pyplot.scatter,"**, **",color=black
matplotlib.pyplot.xlim,**,
matplotlib.pyplot.ylim,**,
matplotlib.pyplot.legend,"**, **","loc=upper center, prop=**"
matplotlib.pyplot.ylabel,color_intensity,
matplotlib.pyplot.xlabel,flavanoids,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,1,
matplotlib.pyplot.figure,2,
matplotlib.pyplot.xlim,,
matplotlib.pyplot.xlim,,
matplotlib.pyplot.ylim,,
matplotlib.pyplot.ylim,,
matplotlib.font_manager.FontProperties,,size=11
matplotlib.pyplot.xlim,,
matplotlib.pyplot.xlim,,
matplotlib.pyplot.ylim,,
matplotlib.pyplot.ylim,,
matplotlib.font_manager.FontProperties,,size=11
matplotlib.pyplot.figure,1,"facecolor=w, figsize=**"
matplotlib.pyplot.clf,,
matplotlib.pyplot.axes,**,
matplotlib.pyplot.axis,off,
matplotlib.pyplot.scatter,"**, **","c=labels, cmap=**, s=**"
matplotlib.collections.LineCollection,segments,"cmap=**, norm=**, zorder=0"
matplotlib.cm.ScalarMappable.set_array,values,
matplotlib.pyplot.xlim,"**, **",
matplotlib.pyplot.ylim,"**, **",
matplotlib.pyplot.show,,
matplotlib.pyplot.text,"x, y, name","bbox=**, horizontalalignment=horizontalalignment, size=10, verticalalignment=verticalalignment"
matplotlib.cm,"0, **",
matplotlib.pyplot.figure,,
matplotlib.pyplot.legend,cls_names,loc=best
matplotlib.pyplot.figure,,
matplotlib.pyplot.legend,cls_names,loc=best
matplotlib.pyplot.figure,,
matplotlib.pyplot,,
matplotlib.pyplot.subplot,111,
matplotlib.pyplot.bar,"**, cls_runtime","color=bar_colors, width=0.5"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,
matplotlib.pyplot.subplot,111,
matplotlib.pyplot.bar,"**, cls_runtime","color=bar_colors, width=0.5"
matplotlib.pyplot.setp,**,rotation=30
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.title,**,
matplotlib.pyplot.xlabel,**,
matplotlib.pyplot.ylabel,Accuracy,
matplotlib.pyplot.grid,True,
matplotlib.pyplot.plot,"x, y",
matplotlib.pyplot.bar,**,
matplotlib.pyplot.bar,**,
matplotlib.pyplot,cls_names,
matplotlib.pyplot.setp,**,rotation=30
matplotlib.pyplot,cls_names,
matplotlib.pyplot,,
matplotlib.pyplot,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot,runtimes,
matplotlib.pyplot.setp,ax1,xticklabels=cls_infos
matplotlib.pyplot.setp,**,color=black
matplotlib.pyplot.setp,**,color=black
matplotlib.pyplot.setp,**,"color=red, marker=+"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.bar,"**, cls_values","color=colors, width=0.5"
matplotlib.pyplot.show,,
matplotlib.pyplot,"x, y",color=**
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"1, 2, **",
matplotlib.pyplot.contourf,"X, Y, Z","cmap=**, levels=levels"
matplotlib.pyplot.colorbar,,format=%.2f
matplotlib.pyplot,"**, **","c=black, label=train, marker=^, s=**"
matplotlib.pyplot,"**, **","c=black, label=test, marker=x, s=**"
matplotlib.pyplot,,
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,equal,
matplotlib.pyplot.text,"**, **, **",ha=right
matplotlib.pyplot,**,
matplotlib.pyplot,**,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.title,Trigonometric encoding for the 'hour' feature,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.title,Periodic spline-based encoding for the 'hour' feature,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,"figsize=**, ncols=3, nrows=2, sharex=True, sharey=row"
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.legend,"**, **",loc=upper center
matplotlib.pyplot.title,**,
matplotlib.use,TkAgg,
matplotlib.figure.FigureBase.add_subplot,111,
matplotlib.backends.backend_tkagg.FigureCanvasTkAgg,f,master=root
matplotlib.backend_bases.FigureCanvasBase.mpl_connect,"button_press_event, **",
matplotlib.backends.backend_tkagg.NavigationToolbar2Tk,"canvas, root",
matplotlib.backends._backend_tk.NavigationToolbar2Tk,,
matplotlib.backends.backend_tkagg.FigureCanvasTkAgg,,
matplotlib.backends.backend_tkagg.FigureCanvasTkAgg,,
matplotlib.backends.backend_tkagg.FigureCanvasTkAgg,,
matplotlib.backends._backend_tk.FigureCanvasTk.get_tk_widget,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplot,131,
matplotlib.pyplot.imshow,data,"cmap=**, interpolation=nearest"
matplotlib.pyplot.axis,off,
matplotlib.pyplot.title,original image,
matplotlib.pyplot.subplot,132,
matplotlib.pyplot.imshow,rec_l2,"cmap=**, interpolation=nearest"
matplotlib.pyplot.title,L2 penalization,
matplotlib.pyplot.axis,off,
matplotlib.pyplot.subplot,133,
matplotlib.pyplot.imshow,rec_l1,"cmap=**, interpolation=nearest"
matplotlib.pyplot.title,L1 penalization,
matplotlib.pyplot.axis,off,
matplotlib.pyplot.subplots_adjust,,"bottom=0, hspace=0.01, left=0, right=1, top=1, wspace=0.01"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=10, nrows=10"
matplotlib.pyplot.subplots,"2, 5","figsize=**, sharex=True"
matplotlib.pyplot.subplots_adjust,,"bottom=0.05, hspace=0.3, top=0.9, wspace=0.9"
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0.04, hspace=0.05, left=0.03, right=0.99, top=0.9, wspace=0.05"
matplotlib.gridspec.GridSpec,"3, **",
matplotlib.patches,"**, **, **","angle=**, edgecolor=black"
matplotlib.artist.Artist.set_clip_box,**,
matplotlib.patches.Patch.set_alpha,**,
matplotlib.patches.Patch.set_facecolor,#56B4E9,
matplotlib.gridspec.GridSpec,concentrations_prior,
matplotlib.pyplot.subplot,**,
matplotlib.pyplot.subplot,**,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0.01, hspace=0.15, left=0.01, right=0.99, top=0.95, wspace=0.05"
matplotlib.pyplot.legend,,"loc=lower right, prop=**, scatterpoints=1"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"2, **, **",
matplotlib.pyplot.text,"0.05, 0.9, **",transform=**
matplotlib.pyplot.text,"0.05, 0.8, **",transform=**
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.title,name,
matplotlib.patches,"**, **, **","angle=**, color=color"
matplotlib.artist.Artist.set_clip_box,**,
matplotlib.patches.Patch.set_alpha,0.5,
matplotlib.pyplot,"**, **","color=color, label=**, s=0.8"
matplotlib.pyplot.scatter,"**, **","color=color, marker=x"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"2, 1, **",
matplotlib.pyplot.xlim,"**, 5.0",
matplotlib.pyplot.ylim,"**, 6.0",
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.title,title,
matplotlib.pyplot.scatter,"**, **, 0.8",color=color
matplotlib.patches.Ellipse,"mean, **, **","angle=**, color=color"
matplotlib.artist.Artist.set_clip_box,**,
matplotlib.patches.Patch.set_alpha,0.5,
matplotlib.pyplot.scatter,"**, **",s=0.8
matplotlib.pyplot.scatter,"**, **",s=0.8
matplotlib.pyplot.title,Gaussian Mixture components,
matplotlib.pyplot.axis,equal,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.title,**,
matplotlib.pyplot.axis,equal,
matplotlib.pyplot.show,,
matplotlib.pyplot.scatter,"**, **, 0.8",color=color
matplotlib.patches.Ellipse,"mean, **, **","angle=**, color=color"
matplotlib.artist.Artist.set_clip_box,**,
matplotlib.patches.Patch.set_alpha,0.5,
matplotlib.pyplot.contour,"X, Y, Z","levels=**, norm=**"
matplotlib.pyplot.colorbar,CS,"extend=both, shrink=0.8"
matplotlib.pyplot.scatter,"**, **, 0.8",
matplotlib.pyplot.title,Negative log-likelihood predicted by a GMM,
matplotlib.pyplot.axis,tight,
matplotlib.pyplot.show,,
matplotlib.colors.LogNorm,,"vmax=1000.0, vmin=1.0"
matplotlib.colors.LogNorm,"0, 3, 10",
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0.1, hspace=0.15, left=0.05, right=0.95, top=0.9, wspace=0.05"
matplotlib.pyplot.suptitle,GMM iterations and relative time taken to initialize,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"2, **, **",
matplotlib.pyplot.scatter,"**, **","c=orange, edgecolors=black, lw=1.5, marker=D, s=75"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.title,method,"fontsize=12, loc=left"
matplotlib.pyplot.title,**,"fontsize=10, loc=right"
matplotlib.pyplot.scatter,"**, **","color=color, marker=x"
matplotlib.pyplot.subplot,methods,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.subplots_adjust,,"bottom=0.04, hspace=0.2, left=0.03, right=0.97, top=0.95, wspace=0.05"
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"5, 1, **",
matplotlib.pyplot.xlim,"**, **",
matplotlib.pyplot.ylim,"**, 5.0",
matplotlib.pyplot.title,title,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.subplot,"5, 1, **",
matplotlib.pyplot.xlim,"**, **",
matplotlib.pyplot.ylim,"**, 5.0",
matplotlib.pyplot.title,title,
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.scatter,"**, **, 0.8",color=color
matplotlib.patches.Ellipse,"mean, **, **","angle=**, color=color"
matplotlib.artist.Artist.set_clip_box,**,
matplotlib.patches.Patch.set_alpha,0.5,
matplotlib.pyplot.scatter,"**, **, 0.8",color=color
matplotlib.pyplot.subplots,"2, 2",figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.suptitle,100 components extracted by RBM,fontsize=16
matplotlib.pyplot.subplots_adjust,"0.08, 0.02, 0.92, 0.85, 0.08, 0.23",
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"10, 10, **",
matplotlib.pyplot.imshow,**,"cmap=**, interpolation=nearest"
matplotlib.pyplot.xticks,**,
matplotlib.pyplot.yticks,**,
matplotlib.pyplot.subplots,"4, 4",
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.show,,
matplotlib.colors.ListedColormap,**,
matplotlib.pyplot.subplot,"**, **, i",
matplotlib.pyplot,datasets,
matplotlib.pyplot.subplot,"**, **, i",
matplotlib.pyplot.subplot,classifiers,
matplotlib.pyplot,classifiers,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1"
matplotlib.pyplot.subplots,,"constrained_layout=True, figsize=**"
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,"1, 2",figsize=**
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=3, nrows=8"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot,2,
matplotlib.pyplot,,"figsize=**, ncols=**, nrows=**"
matplotlib.colors.ListedColormap,**,
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots_adjust,,top=0.9
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=**
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplot,"**, **, i",
matplotlib.pyplot,X_list,
matplotlib.pyplot.subplot,"**, **, i",
matplotlib.pyplot.subplot,strategies,
matplotlib.pyplot,strategies,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, nrows=1"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, sharey=True"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.show,,
matplotlib.pyplot.show,,
matplotlib.pyplot.figure,,figsize=figsize
matplotlib.pyplot.axes,rect_scatter,
matplotlib.pyplot.axes,rect_histx,
matplotlib.pyplot.axes,rect_histy,
matplotlib.pyplot.axes,rect_colorbar,
matplotlib.colors.Normalize,"**, **",
matplotlib.colorbar.ColorbarBase,ax_colorbar,"cmap=cmap, label=Color mapping for values of y, norm=norm, orientation=vertical"
matplotlib,,
matplotlib,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,"figsize=**, ncols=2, sharey=True"
matplotlib.pyplot.tight_layout,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.axis,square,
matplotlib.pyplot.xlabel,False Positive Rate,
matplotlib.pyplot.ylabel,True Positive Rate,
matplotlib.pyplot.title,"One-vs-Rest ROC curves:
Virginica vs (Setosa & Versicolor)",
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.axis,square,
matplotlib.pyplot.xlabel,False Positive Rate,
matplotlib.pyplot.ylabel,True Positive Rate,
matplotlib.pyplot.title,"Micro-averaged One-vs-Rest
Receiver Operating Characteristic",
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.plot,"**, **","color=deeppink, label=**, linestyle=:, linewidth=4"
matplotlib.pyplot.plot,"**, **","color=navy, label=**, linestyle=:, linewidth=4"
matplotlib.pyplot.axis,square,
matplotlib.pyplot.xlabel,False Positive Rate,
matplotlib.pyplot.ylabel,True Positive Rate,
matplotlib.pyplot.title,"Extension of Receiver Operating Characteristic
to One-vs-Rest multiclass",
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.plot,"fpr_grid, ovo_tpr","label=**, linestyle=:, linewidth=4"
matplotlib.pyplot.plot,"**, **, k--",label=Chance level (AUC = 0.5)
matplotlib.pyplot.axis,square,
matplotlib.pyplot.xlabel,False Positive Rate,
matplotlib.pyplot.ylabel,True Positive Rate,
matplotlib.pyplot.title,"Extension of Receiver Operating Characteristic
to One-vs-One multiclass",
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.subplots,,figsize=**
matplotlib.pyplot.plot,"fpr_grid, **","label=**, linestyle=:, linewidth=4"
matplotlib.pyplot.axis,square,
matplotlib.pyplot.xlabel,False Positive Rate,
matplotlib.pyplot.ylabel,True Positive Rate,
matplotlib.pyplot.title,**,
matplotlib.pyplot.legend,,
matplotlib.pyplot.show,,
matplotlib.pyplot.plot,"fpr_grid, **",label=**
matplotlib.pyplot.show,,
matplotlib.pyplot,,
matplotlib.pyplot,,
matplotlib.pyplot.show,,
